Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane	fold
P14164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	731		0	False	2
P22135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325		0	False	2
O15374	Homo sapiens	Metazoa	487		0	True	0
Q9H869	Homo sapiens	Metazoa	796		0	False	1
Q96UP3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1400		0	False	3
Q90941	Gallus gallus	Metazoa	1633		0	False	2
A0A0U2X0E4	Mycosarcoma maydis	Fungi	443		0	False	2
O00287	Homo sapiens	Metazoa	272		0	False	3
P14922	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	966		0	False	2
Q02749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		0	False	2
P80147	Sus scrofa	Metazoa	500		0	False	3
P0CU09	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235		0	False	0
Q283Q6	Xenopus laevis	Metazoa	784		0	False	3
Q10474	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	258		0	False	4
Q0ZLH2	Mus musculus	Metazoa	352		0	False	1
O46101	Drosophila melanogaster	Metazoa	244		0	True	4
Q9NZM5	Homo sapiens	Metazoa	478		0	False	0
O15226	Homo sapiens	Metazoa	690		0	False	1
Q96SY0	Homo sapiens	Metazoa	518		0	False	4
Q383Q5	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	209		0	False	3
Q8BZT9	Mus musculus	Metazoa	430		0	False	4
Q9M219	Arabidopsis thaliana	Viridiplantae	558		0	False	1
P07768	Oryctolagus cuniculus	Metazoa	1827		0	True	3
Q9VKY1	Drosophila melanogaster	Metazoa	268		0	False	1
F4I3V6	Arabidopsis thaliana	Viridiplantae	192		0	False	1
O94328	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	141		0	False	1
Q7S5M7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	64		0	True	4
P30902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174		0	False	2
Q9XI84	Arabidopsis thaliana	Viridiplantae	482		0	False	2
Q811A2	Rattus norvegicus	Metazoa	172		0	True	2
P53077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		0	False	0
Q80WK2	Mus musculus	Metazoa	128		0	True	2
B0F481	Arabidopsis thaliana	Viridiplantae	833		0	False	2
Q9STY0	Arabidopsis thaliana	Viridiplantae	227		0	True	3
P06526	Bos taurus	Metazoa	509		0	False	3
Q86V20	Homo sapiens	Metazoa	835		0	False	1
A2AMM0	Mus musculus	Metazoa	362		0	False	4
Q9UTE3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	620		0	False	4
P51948	Homo sapiens	Metazoa	309		0	False	4
O74418	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244		0	False	4
P25284	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	375		0	False	0
P32349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	654		0	False	0
A0A075TRB3	Penicillium expansum	Fungi	259		0	False	0
P53903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129		0	True	0
Q04930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467		0	False	1
Q8ST83	Drosophila melanogaster	Metazoa	520		0	False	2
Q9ZU51	Arabidopsis thaliana	Viridiplantae	147		0	False	3
Q9VEX5	Drosophila melanogaster	Metazoa	689		0	False	0
Q8RWS0	Arabidopsis thaliana	Viridiplantae	124		0	False	2
P60602	Homo sapiens	Metazoa	79		0	True	4
Q9C108	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	163		0	False	2
Q08245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113		0	False	1
Q14669	Homo sapiens	Metazoa	1992		0	False	2
Q9Z0D9	Mus musculus	Metazoa	354		0	True	3
Q9C8H3	Arabidopsis thaliana	Viridiplantae	776		0	False	1
Q15744	Homo sapiens	Metazoa	281		0	False	2
P32494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	702		0	False	4
O75496	Homo sapiens	Metazoa	209		0	False	1
Q9M158	Arabidopsis thaliana	Viridiplantae	466		0	False	2
Q07555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291		0	False	3
Q5NCS9	Mus musculus	Metazoa	454		0	True	3
P46309	Arabidopsis thaliana	Viridiplantae	522		0	False	3
Q5EGY4	Rattus norvegicus	Metazoa	198		0	False	1
Q54T86	Dictyostelium discoideum	Other	568		0	False	0
Q9BPW8	Homo sapiens	Metazoa	284		0	False	1
Q13315	Homo sapiens	Metazoa	3056		0	False	2
Q12986	Homo sapiens	Metazoa	1120		0	False	4
P07271	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	859		0	False	4
Q9Z2F6	Mus musculus	Metazoa	448		0	False	2
P49704	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494		0	False	1
Q9USQ1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	960		0	False	0
B6HQ74	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	390		0	False	4
Q20591	Caenorhabditis elegans	Metazoa	86		0	True	1
Q7Z2Z1	Homo sapiens	Metazoa	1910		0	False	1
Q8JZU0	Mus musculus	Metazoa	352		0	False	0
Q8WVT3	Homo sapiens	Metazoa	735		0	False	0
Q04347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519		0	False	3
P62875	Homo sapiens	Metazoa	67		0	False	4
G5EEQ5	Caenorhabditis elegans	Metazoa	367		0	False	3
Q9LU39	Arabidopsis thaliana	Viridiplantae	317		0	False	3
Q08774	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	242		0	False	0
P40079	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	357		0	False	3
Q03799	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		0	False	1
P47054	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1683		0	False	2
Q9GZZ9	Homo sapiens	Metazoa	404		0	False	4
Q9ZV24	Arabidopsis thaliana	Viridiplantae	148		0	True	3
Q13562	Homo sapiens	Metazoa	356		0	False	3
Q6PJP8	Homo sapiens	Metazoa	1040		0	False	0
Q8IZF0	Homo sapiens	Metazoa	1738		0	True	4
Q8IX21	Homo sapiens	Metazoa	1173		0	False	0
Q33DK1	Oryza sativa subsp. japonica	Viridiplantae	203		0	False	3
Q9R1P0	Mus musculus	Metazoa	261		0	False	2
Q80T79	Mus musculus	Metazoa	3707		0	True	0
Q949P2	Arabidopsis thaliana	Viridiplantae	701		0	False	1
Q1K730	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	447		0	False	2
P40024	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	610		0	False	2
P50535	Drosophila melanogaster	Metazoa	1039		0	False	4
Q9FLU1	Arabidopsis thaliana	Viridiplantae	454		0	False	2
P78714	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	530		0	False	0
Q8GSI0	Oryza sativa subsp. japonica	Viridiplantae	179		0	False	2
O23403	Arabidopsis thaliana	Viridiplantae	287		0	False	2
Q6XUX1	Mus musculus	Metazoa	927		0	False	0
O74845	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	564		0	False	0
Q8CDY7	Mus musculus	Metazoa	219		0	False	1
P39715	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	212		0	False	3
Q16773	Homo sapiens	Metazoa	422		0	False	2
Q9P0S2	Homo sapiens	Metazoa	106		0	True	4
O18017	Caenorhabditis elegans	Metazoa	988		0	False	3
Q86WV5	Homo sapiens	Metazoa	123		0	False	4
P82192	Spinacia oleracea	Viridiplantae	258		0	False	4
P39706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426		0	False	0
O14894	Homo sapiens	Metazoa	197		0	True	3
Q07243	Mus musculus	Metazoa	675		0	False	2
Q9WVR8	Rattus norvegicus	Metazoa	610		0	False	2
P38749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330		0	False	1
P40498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	721		0	False	1
P38688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	640		0	False	1
Q04728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441		0	False	2
Q9W539	Drosophila melanogaster	Metazoa	1518		0	False	4
Q99P21	Mus musculus	Metazoa	515		0	False	0
Q08966	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492		0	False	2
Q9P3U7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547		0	True	3
Q3E798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	87		0	True	1
Q5TYM5	Homo sapiens	Metazoa	149		0	False	3
Q21738	Caenorhabditis elegans	Metazoa	335		0	False	0
Q9CA67	Arabidopsis thaliana	Viridiplantae	467		0	False	0
O75387	Homo sapiens	Metazoa	559		0	True	0
Q9HB07	Homo sapiens	Metazoa	376		0	False	4
Q9NP77	Homo sapiens	Metazoa	194		0	False	0
Q9D995	Mus musculus	Metazoa	334		0	False	1
P87231	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608		0	False	3
Q8C5Y2	Mus musculus	Metazoa	53		0	True	0
Q02060	Spinacia oleracea	Viridiplantae	274		0	False	0
S0DPL8	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	389		0	False	3
P50875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604		0	False	1
Q15796	Homo sapiens	Metazoa	467		0	False	0
Q9UI30	Homo sapiens	Metazoa	125		0	False	1
P19538	Drosophila melanogaster	Metazoa	1397		0	False	3
O49629	Arabidopsis thaliana	Viridiplantae	310		0	False	4
Q9SZI6	Arabidopsis thaliana	Viridiplantae	352		0	False	2
Q2MHE4	Arabidopsis thaliana	Viridiplantae	390		0	False	3
Q1K6Q3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236		0	False	0
P26434	Rattus norvegicus	Metazoa	717		0	False	2
Q7YQK4	Oryctolagus cuniculus	Metazoa	503		0	True	2
O75817	Homo sapiens	Metazoa	140		0	False	0
A1XBS5	Homo sapiens	Metazoa	289		0	False	4
F4INA9	Arabidopsis thaliana	Viridiplantae	973		0	False	3
Q10665	Caenorhabditis elegans	Metazoa	754		0	False	4
P25615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	582		0	False	0
Q920Q8	Mus musculus	Metazoa	642		0	False	0
Q9Y3S1	Homo sapiens	Metazoa	2297		0	False	3
Q10214	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131		0	False	4
P33895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	451		0	False	3
Q8I615	Plasmodium falciparum (isolate 3D7)	Other	1189		0	False	3
P52656	Drosophila melanogaster	Metazoa	106		0	False	0
Q9QX74	Rattus norvegicus	Metazoa	1474		0	False	4
F4JTS8	Arabidopsis thaliana	Viridiplantae	2729		0	False	1
O14015	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150		0	False	4
Q24562	Drosophila melanogaster	Metazoa	416		0	False	3
Q03124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	581		0	False	4
G5EDW1	Caenorhabditis elegans	Metazoa	217		0	False	4
Q8GYF7	Arabidopsis thaliana	Viridiplantae	377		0	False	2
Q7JRE4	Drosophila melanogaster	Metazoa	650		0	False	0
P38770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471		0	False	4
P49802	Homo sapiens	Metazoa	495		0	False	4
Q23238	Caenorhabditis elegans	Metazoa	893		0	False	2
Q9M1X2	Arabidopsis thaliana	Viridiplantae	279		0	False	2
Q9SU72	Arabidopsis thaliana	Viridiplantae	623		0	False	2
Q27368	Drosophila melanogaster	Metazoa	805		0	False	2
Q0QWG9	Mus musculus	Metazoa	1203		0	False	0
Q8C6L5	Mus musculus	Metazoa	507		0	False	4
P47035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1189		0	False	2
Q8TBK2	Homo sapiens	Metazoa	473		0	False	0
W8JWV8	Catharanthus roseus	Viridiplantae	378		0	False	1
Q92979	Homo sapiens	Metazoa	244		0	False	3
Q9SX99	Arabidopsis thaliana	Viridiplantae	261		0	False	4
P40492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	516		0	False	0
O14497	Homo sapiens	Metazoa	2285		0	False	3
Q14676	Homo sapiens	Metazoa	2089		0	False	2
Q9URQ5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78		0	False	1
Q93W77	Arabidopsis thaliana	Viridiplantae	231		0	False	2
P11860	Mytilus californianus	Metazoa	45		0	False	3
P82137	Spinacia oleracea	Viridiplantae	165		0	False	4
P34418	Caenorhabditis elegans	Metazoa	943		0	False	1
Q3SZ86	Bos taurus	Metazoa	205		0	False	2
Q96TL7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	693		0	False	2
O94268	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608		0	False	3
A0A0D1E3S6	Mycosarcoma maydis	Fungi	591		0	False	0
P82413	Spinacia oleracea	Viridiplantae	233		0	False	2
A7UWX2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	470		0	False	0
Q04891	Mus musculus	Metazoa	613		0	False	1
Q93VT9	Arabidopsis thaliana	Viridiplantae	220		0	False	0
Q8IU60	Homo sapiens	Metazoa	420		0	False	3
Q9UT55	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	438		0	False	4
P38557	Arabidopsis thaliana	Viridiplantae	474		0	False	0
Q7Z5K2	Homo sapiens	Metazoa	1190		0	False	1
Q9LV85	Arabidopsis thaliana	Viridiplantae	564		0	False	3
P47007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382		0	False	1
A7UL74	Arabidopsis thaliana	Viridiplantae	345		0	False	1
Q84Q77	Oryza sativa subsp. japonica	Viridiplantae	161		0	False	0
P35195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104		0	False	3
Q9P0Z9	Homo sapiens	Metazoa	390		0	False	4
Q9WU12	Mus musculus	Metazoa	71		0	False	2
Q9Y3I1	Homo sapiens	Metazoa	522		0	False	1
P50091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	288		0	False	3
Q12277	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	265		0	False	1
Q6IQ20	Homo sapiens	Metazoa	393		0	False	1
P18494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	730		0	False	2
P32357	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355		0	False	0
Q8LEG1	Arabidopsis thaliana	Viridiplantae	258		0	False	3
P43579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		0	False	0
Q12305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139		0	False	0
P09959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	803		0	False	2
Q5M731	Arabidopsis thaliana	Viridiplantae	522		0	False	2
Q03430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361		0	False	4
Q99PP2	Mus musculus	Metazoa	2237		0	False	2
Q8LC79	Arabidopsis thaliana	Viridiplantae	295		0	False	2
Q80VL0	Rattus norvegicus	Metazoa	406		0	False	4
P08525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94		0	True	0
Q69ZQ1	Mus musculus	Metazoa	716		0	True	0
Q96CA5	Homo sapiens	Metazoa	298		0	False	1
P15436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1097		0	False	1
Q5AL36	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	269		0	False	3
Q59NP1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	251		0	True	1
Q9LZP8	Arabidopsis thaliana	Viridiplantae	146		0	False	4
Q84XV2	Arabidopsis thaliana	Viridiplantae	386		0	False	0
Q01359	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	148		0	False	4
Q99K24	Mus musculus	Metazoa	317		0	True	1
P22027	Bos taurus	Metazoa	200		0	False	0
Q03433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		0	False	2
Q9CQ79	Mus musculus	Metazoa	226		0	False	2
O60094	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	959		0	False	2
Q8NF50	Homo sapiens	Metazoa	2099		0	False	2
Q12045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647		0	False	0
Q96TC7	Homo sapiens	Metazoa	470		0	True	4
P38876	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190		0	False	4
Q84T94	Oryza sativa subsp. japonica	Viridiplantae	639		0	False	0
P60323	Homo sapiens	Metazoa	173		0	False	4
Q07053	Crithidia fasciculata	Other	128		0	False	4
P24613	Spinacia oleracea	Viridiplantae	256		0	False	4
P51795	Homo sapiens	Metazoa	816		0	False	2
Q92262	Komagataella pastoris	Fungi	455		0	False	0
Q9LZD0	Arabidopsis thaliana	Viridiplantae	599		0	False	0
Q5VWZ2	Homo sapiens	Metazoa	237		0	False	3
O15504	Homo sapiens	Metazoa	423		0	False	2
P56382	Mus musculus	Metazoa	52		0	False	4
O64827	Arabidopsis thaliana	Viridiplantae	1382		0	False	4
Q9SIU2	Arabidopsis thaliana	Viridiplantae	848		0	False	2
P41895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	735		0	False	1
P82649	Bos taurus	Metazoa	359		0	False	0
P29547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415		0	False	3
Q09884	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1374		0	False	3
Q60974	Mus musculus	Metazoa	2453		0	False	3
Q96JN0	Homo sapiens	Metazoa	433		0	False	4
Q96QE5	Homo sapiens	Metazoa	360		0	False	1
P25856	Arabidopsis thaliana	Viridiplantae	396		0	False	1
P37727	Rattus norvegicus	Metazoa	650		0	False	3
P54845	Homo sapiens	Metazoa	237		0	False	4
F4IS91	Arabidopsis thaliana	Viridiplantae	1340		0	False	1
Q04087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	347		0	False	4
P46972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		0	False	1
Q5N829	Oryza sativa subsp. japonica	Viridiplantae	953		0	False	4
Q9UUH3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	277		0	False	3
P53238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335		0	False	4
P70670	Mus musculus	Metazoa	2187		0	False	2
Q9XIM0	Arabidopsis thaliana	Viridiplantae	203		0	False	3
Q7Z7C8	Homo sapiens	Metazoa	310		0	False	1
Q03862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593		0	False	1
P09595	Spinacia oleracea	Viridiplantae	218		0	False	4
Q9CQQ7	Mus musculus	Metazoa	256		0	False	4
O14350	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	181		0	False	4
H9G301	Caenorhabditis elegans	Metazoa	202		0	False	0
Q23973	Drosophila melanogaster	Metazoa	217		0	False	1
Q06364	Daucus carota	Viridiplantae	489		0	False	0
Q69YI7	Homo sapiens	Metazoa	327		0	False	4
Q42843	Hordeum vulgare	Viridiplantae	527		0	False	0
Q8R526	Mus musculus	Metazoa	2615		0	False	2
Q25423	Leishmania tarentolae	Other	187		0	False	1
Q28177	Bos taurus	Metazoa	415		0	False	1
Q9QZR8	Rattus norvegicus	Metazoa	2766		0	False	0
Q10571	Homo sapiens	Metazoa	1320		0	False	4
Q4VC33	Mus musculus	Metazoa	396		0	False	0
Q9SYM5	Arabidopsis thaliana	Viridiplantae	669		0	False	2
O88379	Mus musculus	Metazoa	1555		0	False	3
F4HZG9	Arabidopsis thaliana	Viridiplantae	493		0	False	2
Q00497	Solanum lycopersicum	Viridiplantae	300		0	False	2
Q9NQ33	Homo sapiens	Metazoa	181		0	False	1
P40688	Drosophila melanogaster	Metazoa	548		0	False	1
A0A509AQJ1	Plasmodium berghei (strain Anka)	Other	1340		0	False	3
Q80TN7	Mus musculus	Metazoa	2359		0	False	2
P21771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286		0	False	4
Q9ZV08	Arabidopsis thaliana	Viridiplantae	291		0	False	0
Q0DUR2	Oryza sativa subsp. japonica	Viridiplantae	92		0	False	4
O55207	Rattus norvegicus	Metazoa	1496		0	False	0
P46059	Homo sapiens	Metazoa	708		0	True	2
Q8N196	Homo sapiens	Metazoa	739		0	False	1
Q6P589	Homo sapiens	Metazoa	184		0	False	2
Q4V8P4	Rattus norvegicus	Metazoa	168		0	False	3
Q9HAB3	Homo sapiens	Metazoa	445		0	True	3
Q9SX29	Arabidopsis thaliana	Viridiplantae	159		0	False	0
Q07362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185		0	False	3
P53171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	287		0	False	3
Q8TEC5	Homo sapiens	Metazoa	729		0	False	1
Q21773	Caenorhabditis elegans	Metazoa	489		0	False	2
Q86WR0	Homo sapiens	Metazoa	208		0	True	2
Q7Z6K1	Homo sapiens	Metazoa	395		0	False	1
Q5AK51	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	714		0	False	1
P21357	Solanum tuberosum	Viridiplantae	538		0	False	2
Q9CZW6	Mus musculus	Metazoa	359		0	False	3
Q9NWV8	Homo sapiens	Metazoa	329		0	False	0
Q9P1Z0	Homo sapiens	Metazoa	1013		0	False	3
Q9W1V7	Drosophila melanogaster	Metazoa	452		0	False	2
Q9LSV0	Arabidopsis thaliana	Viridiplantae	289		0	False	1
E9Q6W4	Mus musculus	Metazoa	445		0	False	0
Q8TCY5	Homo sapiens	Metazoa	172		0	True	2
Q7SD06	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	469		0	False	4
Q8RWE8	Arabidopsis thaliana	Viridiplantae	442		0	False	0
O74387	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287		0	False	4
O94818	Homo sapiens	Metazoa	638		0	False	1
P61604	Homo sapiens	Metazoa	102		0	False	4
P38801	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	184		0	False	1
P56216	Penicillium simplicissimum	Fungi	560		0	False	4
B9DGI8	Arabidopsis thaliana	Viridiplantae	314		0	False	2
P40008	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231		0	False	1
Q12158	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		0	False	0
Q9R1T5	Rattus norvegicus	Metazoa	312		0	False	1
P41348	Spinacia oleracea	Viridiplantae	144		0	False	4
P86044	Mus musculus	Metazoa	747		0	False	2
D3U717	Petunia hybrida	Viridiplantae	434		0	False	3
Q9Y0E4	Drosophila melanogaster	Metazoa	2262		0	False	3
P06803	Mus musculus	Metazoa	313		0	False	3
Q9SKT0	Arabidopsis thaliana	Viridiplantae	300		0	False	4
O95707	Homo sapiens	Metazoa	220		0	False	0
P28795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441		0	True	0
Q06554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1556		0	False	4
P12853	Chlamydomonas reinhardtii	Viridiplantae	291		0	False	3
Q8BWM0	Mus musculus	Metazoa	384		0	True	1
P10676	Drosophila melanogaster	Metazoa	1501		0	False	0
O49621	Arabidopsis thaliana	Viridiplantae	526		0	True	3
Q18PE0	Mus musculus	Metazoa	504		0	False	4
Q9LZ60	Arabidopsis thaliana	Viridiplantae	115		0	False	0
Q13356	Homo sapiens	Metazoa	520		0	False	1
Q05050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843		0	False	0
P36011	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	622		0	False	3
Q9JIB0	Mus musculus	Metazoa	185		0	False	4
Q9H7Z3	Homo sapiens	Metazoa	1164		0	False	0
Q8C3P7	Mus musculus	Metazoa	580		0	False	0
H2L0G5	Caenorhabditis elegans	Metazoa	1367		0	False	2
P32962	Arabidopsis thaliana	Viridiplantae	339		0	False	3
Q562A2	Rattus norvegicus	Metazoa	1073		0	False	1
Q08457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257		0	False	3
Q04006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179		0	False	0
Q3U108	Mus musculus	Metazoa	590		0	False	0
Q9JJN6	Mus musculus	Metazoa	81		0	False	4
F4K1B4	Arabidopsis thaliana	Viridiplantae	335		0	False	1
O95721	Homo sapiens	Metazoa	258		0	False	2
Q3U284	Mus musculus	Metazoa	315		0	True	1
P17694	Bos taurus	Metazoa	463		0	False	1
P43266	Euglena gracilis	Other	100		0	True	2
Q9D2A5	Mus musculus	Metazoa	370		0	False	1
Q8S9G8	Arabidopsis thaliana	Viridiplantae	801		0	False	3
Q9SKZ1	Arabidopsis thaliana	Viridiplantae	296		0	False	3
P52306	Homo sapiens	Metazoa	607		0	False	2
Q86U28	Homo sapiens	Metazoa	154		0	False	4
Q7SIG6	Mus musculus	Metazoa	958		0	False	3
Q925F4	Mus musculus	Metazoa	539		0	False	0
Q98TA5	Xenopus laevis	Metazoa	896		0	False	3
Q8VY15	Arabidopsis thaliana	Viridiplantae	899		0	False	1
P52296	Rattus norvegicus	Metazoa	875		0	False	1
P46963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		0	False	0
Q5T440	Homo sapiens	Metazoa	356		0	False	0
Q9V6L9	Drosophila melanogaster	Metazoa	255		0	False	0
P17898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393		0	True	4
P13653	Hordeum vulgare	Viridiplantae	388		0	False	4
Q84JE8	Arabidopsis thaliana	Viridiplantae	694		0	False	3
Q9BXC9	Homo sapiens	Metazoa	721		0	False	0
P53955	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	656		0	False	0
O96693	Plasmodium falciparum (isolate HB3)	Other	488		0	False	0
P38870	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785		0	False	0
Q9Y3R4	Homo sapiens	Metazoa	380		0	False	0
